lemma,pos,suffix,anchor,qid,sid,etym,status,first_seen,last_seen,forms,glosses
conperson,noun,2,sig:conpeople,,,,active,2025-08-17,2025-08-17,conpeople,
conquistador,noun,2,sig:conquistadores,,,,active,2025-08-17,2025-08-17,conquistadores,
consensus,noun,2,sig:consensus,,,,active,2025-08-17,2025-08-17,consensus,
conservatorio,noun,2,sig:conservatori,,,,active,2025-08-17,2025-08-17,conservatori,
conservatorium,noun,2,sig:conservatoriums,,,,active,2025-08-17,2025-08-17,conservatoriums,
consigliere,noun,2,sig:consiglieri,,,,active,2025-08-17,2025-08-17,consiglieri,
consocies,noun,1,sig:consocies,,,,active,2025-08-17,2025-08-17,consocies,
consolatio,noun,1,sig:consolationes,,,,active,2025-08-17,2025-08-17,consolationes,
consortium,noun,2,sig:consortiums,,,,active,2025-08-17,2025-08-17,consortiums,
conspecies,noun,1,sig:conspecies,,,,active,2025-08-17,2025-08-17,conspecies,
constaff,noun,1,sig:constaff,,,,active,2025-08-17,2025-08-17,constaff,
constellationfish,noun,2,sig:constellationfishes,,,,active,2025-08-17,2025-08-17,constellationfishes,
constrictor,noun,2,sig:constrictores,,,,active,2025-08-17,2025-08-17,constrictores,
contadina,noun,2,sig:contadine,,,,active,2025-08-17,2025-08-17,contadine,
contadino,noun,2,sig:contadini,,,,active,2025-08-17,2025-08-17,contadini,
contado,noun,2,sig:contadi,,,,active,2025-08-17,2025-08-17,contadi,
containerful,noun,2,sig:containersful,,,,active,2025-08-17,2025-08-17,containersful,
contakion,noun,1,sig:contakia,,,,active,2025-08-17,2025-08-17,contakia,
contango,noun,2,sig:contangoes,,,,active,2025-08-17,2025-08-17,contangoes,
continuum,noun,2,sig:continuums,,,,active,2025-08-17,2025-08-17,continuums,
contorno,noun,1,sig:contorni,,,,active,2025-08-17,2025-08-17,contorni,
contrabasso,noun,2,sig:contrabassi,,,,active,2025-08-17,2025-08-17,contrabassi,
contractnik,noun,2,sig:contractniki,,,,active,2025-08-17,2025-08-17,contractniki,
contrafagotto,noun,2,sig:contrafagotti,,,,active,2025-08-17,2025-08-17,contrafagotti,
contraktnik,noun,2,sig:contraktniki,,,,active,2025-08-17,2025-08-17,contraktniki,
contralto,noun,2,sig:contralti,,,,active,2025-08-17,2025-08-17,contralti,
contrantiscion,noun,1,sig:contrantiscia,,,,active,2025-08-17,2025-08-17,contrantiscia,
contrapposto,noun,1,sig:contrapposti,,,,active,2025-08-17,2025-08-17,contrapposti,
contrapposto,noun,2,sig:contrapposto,,,,active,2025-08-17,2025-08-17,contrapposto,
contrapunctus,noun,1,sig:contrapuncti,,,,active,2025-08-17,2025-08-17,contrapuncti,
contrastimulus,noun,1,sig:contrastimuli,,,,active,2025-08-17,2025-08-17,contrastimuli,
contretemps,noun,1,sig:contretemps,,,,active,2025-08-17,2025-08-17,contretemps,
contrey,noun,1,sig:contries,,,,active,2025-08-17,2025-08-17,contries,
controligarch,noun,1,sig:controligarchs,,,,active,2025-08-17,2025-08-17,controligarchs,
conundrum,noun,2,sig:conundrums,,,,active,2025-08-17,2025-08-17,conundrums,
conus,noun,1,sig:coni,,,,active,2025-08-17,2025-08-17,coni,
conversazione,noun,2,sig:conversazioni,,,,active,2025-08-17,2025-08-17,conversazioni,
conversus,noun,1,sig:conversi,,,,active,2025-08-17,2025-08-17,conversi,
convolvulus,noun,2,sig:convolvuli,,,,active,2025-08-17,2025-08-17,convolvuli,
coof,noun,1,sig:coofs,,,,active,2025-08-17,2025-08-17,coofs,
cookey,noun,2,sig:cookies,,,,active,2025-08-17,2025-08-17,cookies,
cookoff,noun,1,sig:cookoffs,,,,active,2025-08-17,2025-08-17,cookoffs,
coopful,noun,2,sig:coopsful,,,,active,2025-08-17,2025-08-17,coopsful,
coorg,noun,2,sig:coorg,,,,active,2025-08-17,2025-08-17,coorg,
cootfoot,noun,1,sig:cootfoots,,,,active,2025-08-17,2025-08-17,cootfoots,
copi,noun,2,sig:copi,,,,active,2025-08-17,2025-08-17,copi,
copin,noun,2,sig:copines,,,,active,2025-08-17,2025-08-17,copines,
coplaintiff,noun,1,sig:coplaintiffs,,,,active,2025-08-17,2025-08-17,coplaintiffs,
copperleaf,noun,2,sig:copperleafs,,,,active,2025-08-17,2025-08-17,copperleafs,
copperworks,noun,1,sig:copperworks,,,,active,2025-08-17,2025-08-17,copperworks,
coproma,noun,2,sig:copromata,,,,active,2025-08-17,2025-08-17,copromata,
coprophenomenon,noun,1,sig:coprophenomena,,,,active,2025-08-17,2025-08-17,coprophenomena,
copula,noun,2,sig:copulae,,,,active,2025-08-17,2025-08-17,copulae,
coquille,noun,2,sig:coquille,,,,active,2025-08-17,2025-08-17,coquille,
coralfish,noun,2,sig:coralfishes,,,,active,2025-08-17,2025-08-17,coralfishes,
corallum,noun,2,sig:corallums,,,,active,2025-08-17,2025-08-17,corallums,
coranach,noun,1,sig:coranachs,,,,active,2025-08-17,2025-08-17,coranachs,
coranto,noun,2,sig:corantoes,,,,active,2025-08-17,2025-08-17,corantoes,
corban,noun,2,sig:corbanot,,,,active,2025-08-17,2025-08-17,corbanot,
corban,noun,3,sig:corbanoth,,,,active,2025-08-17,2025-08-17,corbanoth,
corbeau,noun,1,sig:corbeaux,,,,active,2025-08-17,2025-08-17,corbeaux,
corbicula,noun,1,sig:corbiculae,,,,active,2025-08-17,2025-08-17,corbiculae,
corbita,noun,2,sig:corbita,,,,active,2025-08-17,2025-08-17,corbita,
cordeau,noun,1,sig:cordeaux,,,,active,2025-08-17,2025-08-17,cordeaux,
cordel,noun,2,sig:cordeles,,,,active,2025-08-17,2025-08-17,cordeles,
cordyceps,noun,1,sig:cordyceps,,,,active,2025-08-17,2025-08-17,cordyceps,
coreopsis,noun,2,sig:coreopsises,,,,active,2025-08-17,2025-08-17,coreopsises,
corf,noun,2,sig:corfs,,,,active,2025-08-17,2025-08-17,corfs,
corgi,noun,2,sig:corgies,,,,active,2025-08-17,2025-08-17,corgies,
corium,noun,2,sig:coriums,,,,active,2025-08-17,2025-08-17,coriums,
cormus,noun,1,sig:cormi,,,,active,2025-08-17,2025-08-17,cormi,
cornea,noun,2,sig:corneae,,,,active,2025-08-17,2025-08-17,corneae,
cornetfish,noun,2,sig:cornetfishes,,,,active,2025-08-17,2025-08-17,cornetfishes,
cornettino,noun,2,sig:cornettini,,,,active,2025-08-17,2025-08-17,cornettini,
cornetto,noun,2,sig:cornetti,,,,active,2025-08-17,2025-08-17,cornetti,
cornishperson,noun,2,sig:cornishpeople,,,,active,2025-08-17,2025-08-17,cornishpeople,
corno,noun,1,sig:corni,,,,active,2025-08-17,2025-08-17,corni,
cornu,noun,1,sig:cornua,,,,active,2025-08-17,2025-08-17,cornua,
cornucopia,noun,2,sig:cornucopiae,,,,active,2025-08-17,2025-08-17,cornucopiae,
cornuto,noun,2,sig:cornutoes,,,,active,2025-08-17,2025-08-17,cornutoes,
corolla,noun,2,sig:corollae,,,,active,2025-08-17,2025-08-17,corollae,
corona,noun,2,sig:coronae,,,,active,2025-08-17,2025-08-17,coronae,
corona,noun,3,sig:corone,,,,active,2025-08-17,2025-08-17,corone,
coronach,noun,1,sig:coronachs,,,,active,2025-08-17,2025-08-17,coronachs,
coronis,noun,1,sig:coronides,,,,active,2025-08-17,2025-08-17,coronides,
corps,noun,2,sig:corps,,,,active,2025-08-17,2025-08-17,corps,
corpsperson,noun,2,sig:corpspeople,,,,active,2025-08-17,2025-08-17,corpspeople,
corpus,noun,2,sig:corpi,,,,active,2025-08-17,2025-08-17,corpi,
corpus,noun,3,sig:corpora,,,,active,2025-08-17,2025-08-17,corpora,
corpus,noun,4,sig:corpusses,,,,active,2025-08-17,2025-08-17,corpusses,
corrach,noun,1,sig:corrachs,,,,active,2025-08-17,2025-08-17,corrachs,
correus,noun,1,sig:correi,,,,active,2025-08-17,2025-08-17,correi,
corrinoch,noun,1,sig:corrinochs,,,,active,2025-08-17,2025-08-17,corrinochs,
corronach,noun,1,sig:corronachs,,,,active,2025-08-17,2025-08-17,corronachs,
corrugator,noun,2,sig:corrugatores,,,,active,2025-08-17,2025-08-17,corrugatores,
cortex,noun,2,sig:cortices,,,,active,2025-08-17,2025-08-17,cortices,
cortile,noun,2,sig:cortili,,,,active,2025-08-17,2025-08-17,cortili,
cortissimo,noun,1,sig:cortissimi,,,,active,2025-08-17,2025-08-17,cortissimi,
corundum,noun,1,sig:corundums,,,,active,2025-08-17,2025-08-17,corundums,
corvus,noun,2,sig:corvi,,,,active,2025-08-17,2025-08-17,corvi,
cory,noun,2,sig:corys,,,,active,2025-08-17,2025-08-17,corys,
corybant,noun,2,sig:corybantes,,,,active,2025-08-17,2025-08-17,corybantes,
corydoras,noun,1,sig:corydoras,,,,active,2025-08-17,2025-08-17,corydoras,
corymbus,noun,1,sig:corymbi,,,,active,2025-08-17,2025-08-17,corymbi,
coryphaeus,noun,2,sig:coryphaei,,,,active,2025-08-17,2025-08-17,coryphaei,
corypheus,noun,2,sig:coryphei,,,,active,2025-08-17,2025-08-17,coryphei,
coryza,noun,2,sig:coryzae,,,,active,2025-08-17,2025-08-17,coryzae,
cos,noun,2,sig:cos,,,,active,2025-08-17,2025-08-17,cos,
cos,noun,3,sig:cosses,,,,active,2025-08-17,2025-08-17,cosses,
cosimplex,noun,2,sig:cosimplices,,,,active,2025-08-17,2025-08-17,cosimplices,
cosinus,noun,2,sig:cosinus,,,,active,2025-08-17,2025-08-17,cosinus,
cosmopolis,noun,2,sig:cosmopoleis,,,,active,2025-08-17,2025-08-17,cosmopoleis,
cosmos,noun,2,sig:cosmoi,,,,active,2025-08-17,2025-08-17,cosmoi,
cosmos,noun,3,sig:cosmos,,,,active,2025-08-17,2025-08-17,cosmos,
coss,noun,2,sig:coss,,,,active,2025-08-17,2025-08-17,coss,
costa,noun,2,sig:costae,,,,active,2025-08-17,2025-08-17,costae,
costal,noun,2,sig:costales,,,,active,2025-08-17,2025-08-17,costales,
costimulus,noun,1,sig:costimuli,,,,active,2025-08-17,2025-08-17,costimuli,
costula,noun,1,sig:costulae,,,,active,2025-08-17,2025-08-17,costulae,
cotarius,noun,1,sig:cotarii,,,,active,2025-08-17,2025-08-17,cotarii,
coteau,noun,2,sig:coteaux,,,,active,2025-08-17,2025-08-17,coteaux,
cotechino,noun,2,sig:cotechini,,,,active,2025-08-17,2025-08-17,cotechini,
cothurnus,noun,1,sig:cothurni,,,,active,2025-08-17,2025-08-17,cothurni,
coty,noun,1,sig:cotys,,,,active,2025-08-17,2025-08-17,cotys,
cotyla,noun,1,sig:cotylae,,,,active,2025-08-17,2025-08-17,cotylae,
cotyle,noun,2,sig:cotylae,,,,active,2025-08-17,2025-08-17,cotylae,
cotyle,noun,3,sig:cotylai,,,,active,2025-08-17,2025-08-17,cotylai,
coulis,noun,2,sig:coulis,,,,active,2025-08-17,2025-08-17,coulis,
councilperson,noun,2,sig:councilpeople,,,,active,2025-08-17,2025-08-17,councilpeople,
counsel,noun,2,sig:counsel,,,,active,2025-08-17,2025-08-17,counsel,
counterbluff,noun,1,sig:counterbluffs,,,,active,2025-08-17,2025-08-17,counterbluffs,
counterbrief,noun,1,sig:counterbriefs,,,,active,2025-08-17,2025-08-17,counterbriefs,
counterbuff,noun,1,sig:counterbuffs,,,,active,2025-08-17,2025-08-17,counterbuffs,
countercuff,noun,1,sig:countercuffs,,,,active,2025-08-17,2025-08-17,countercuffs,
counterembargo,noun,1,sig:counterembargoes,,,,active,2025-08-17,2025-08-17,counterembargoes,
counterformula,noun,2,sig:counterformulae,,,,active,2025-08-17,2025-08-17,counterformulae,
counterful,noun,2,sig:countersful,,,,active,2025-08-17,2025-08-17,countersful,
counterlife,noun,1,sig:counterlives,,,,active,2025-08-17,2025-08-17,counterlives,
counterperson,noun,2,sig:counterpeople,,,,active,2025-08-17,2025-08-17,counterpeople,
counterproof,noun,1,sig:counterproofs,,,,active,2025-08-17,2025-08-17,counterproofs,
counterscoff,noun,1,sig:counterscoffs,,,,active,2025-08-17,2025-08-17,counterscoffs,
counterspecies,noun,1,sig:counterspecies,,,,active,2025-08-17,2025-08-17,counterspecies,
counterstimulus,noun,1,sig:counterstimuli,,,,active,2025-08-17,2025-08-17,counterstimuli,
countertariff,noun,1,sig:countertariffs,,,,active,2025-08-17,2025-08-17,countertariffs,
countryhuman,noun,1,sig:countryhumans,,,,active,2025-08-17,2025-08-17,countryhumans,
countryperson,noun,2,sig:countrypeople,,,,active,2025-08-17,2025-08-17,countrypeople,
couranto,noun,2,sig:courantoes,,,,active,2025-08-17,2025-08-17,courantoes,
courtful,noun,2,sig:courtsful,,,,active,2025-08-17,2025-08-17,courtsful,
courtmartial,noun,1,sig:courtsmartial,,,,active,2025-08-17,2025-08-17,courtsmartial,
coushatta,noun,2,sig:coushatta,,,,active,2025-08-17,2025-08-17,coushatta,
couteau,noun,2,sig:couteaux,,,,active,2025-08-17,2025-08-17,couteaux,
coverchief,noun,1,sig:coverchiefs,,,,active,2025-08-17,2025-08-17,coverchiefs,
covertex,noun,1,sig:covertices,,,,active,2025-08-17,2025-08-17,covertices,
covey,noun,2,sig:covies,,,,active,2025-08-17,2025-08-17,covies,
cow,noun,2,sig:cattle,,,,active,2025-08-17,2025-08-17,cattle,
cow,noun,3,sig:kine,,,,active,2025-08-17,2025-08-17,kine,
cowanyoung,noun,1,sig:cowanyoung,,,,active,2025-08-17,2025-08-17,cowanyoung,
cowchild,noun,1,sig:cowchildren,,,,active,2025-08-17,2025-08-17,cowchildren,
cowfish,noun,2,sig:cowfishes,,,,active,2025-08-17,2025-08-17,cowfishes,
cowichan,noun,2,sig:cowichan,,,,active,2025-08-17,2025-08-17,cowichan,
cowife,noun,1,sig:cowives,,,,active,2025-08-17,2025-08-17,cowives,
cowlstaff,noun,1,sig:cowlstaffs,,,,active,2025-08-17,2025-08-17,cowlstaffs,
cowlstaff,noun,2,sig:cowlstaves,,,,active,2025-08-17,2025-08-17,cowlstaves,
cowperson,noun,2,sig:cowpeople,,,,active,2025-08-17,2025-08-17,cowpeople,
coxa,noun,1,sig:coxae,,,,active,2025-08-17,2025-08-17,coxae,
coxitis,noun,1,sig:coxitides,,,,active,2025-08-17,2025-08-17,coxitides,
coxosternum,noun,2,sig:coxosternums,,,,active,2025-08-17,2025-08-17,coxosternums,
coypu,noun,2,sig:coypu,,,,active,2025-08-17,2025-08-17,coypu,
cozonac,noun,1,sig:cozonaci,,,,active,2025-08-17,2025-08-17,cozonaci,
cpi,noun,2,sig:cpi,,,,active,2025-08-17,2025-08-17,cpi,
cpmm,noun,1,sig:cpmm,,,,active,2025-08-17,2025-08-17,cpmm,
cpp,noun,2,sig:cpp,,,,active,2025-08-17,2025-08-17,cpp,
cps,noun,2,sig:cps,,,,active,2025-08-17,2025-08-17,cps,
crabfish,noun,2,sig:crabfishes,,,,active,2025-08-17,2025-08-17,crabfishes,
crachach,noun,1,sig:crachachs,,,,active,2025-08-17,2025-08-17,crachachs,
cracka,noun,2,sig:crackaz,,,,active,2025-08-17,2025-08-17,crackaz,
cradleful,noun,2,sig:cradlesful,,,,active,2025-08-17,2025-08-17,cradlesful,
craft,noun,2,sig:craft,,,,active,2025-08-17,2025-08-17,craft,
craftsperson,noun,2,sig:craftspeople,,,,active,2025-08-17,2025-08-17,craftspeople,
crambo,noun,2,sig:cramboes,,,,active,2025-08-17,2025-08-17,cramboes,
crampfish,noun,1,sig:crampfishes,,,,active,2025-08-17,2025-08-17,crampfishes,
cran,noun,2,sig:cran,,,,active,2025-08-17,2025-08-17,cran,
cranidium,noun,2,sig:cranidiums,,,,active,2025-08-17,2025-08-17,cranidiums,
craniopagus,noun,1,sig:craniopagi,,,,active,2025-08-17,2025-08-17,craniopagi,
craniopharyngioma,noun,2,sig:craniopharyngiomata,,,,active,2025-08-17,2025-08-17,craniopharyngiomata,
cranium,noun,2,sig:craniums,,,,active,2025-08-17,2025-08-17,craniums,
crappie,noun,2,sig:crappie,,,,active,2025-08-17,2025-08-17,crappie,
craspedon,noun,1,sig:craspeda,,,,active,2025-08-17,2025-08-17,craspeda,
crateful,noun,2,sig:cratesful,,,,active,2025-08-17,2025-08-17,cratesful,
crawfish,noun,2,sig:crawfishes,,,,active,2025-08-17,2025-08-17,crawfishes,
crawful,noun,2,sig:crawsful,,,,active,2025-08-17,2025-08-17,crawsful,
crayfish,noun,2,sig:crayfishes,,,,active,2025-08-17,2025-08-17,crayfishes,
crazo,noun,2,sig:crazoes,,,,active,2025-08-17,2025-08-17,crazoes,
crazypants,noun,1,sig:crazypants,,,,active,2025-08-17,2025-08-17,crazypants,
creach,noun,1,sig:creachs,,,,active,2025-08-17,2025-08-17,creachs,
creampuff,noun,1,sig:creampuffs,,,,active,2025-08-17,2025-08-17,creampuffs,
creatrix,noun,2,sig:creatrixes,,,,active,2025-08-17,2025-08-17,creatrixes,
credenza,noun,2,sig:credenze,,,,active,2025-08-17,2025-08-17,credenze,
credo,noun,2,sig:credoes,,,,active,2025-08-17,2025-08-17,credoes,
cree,noun,2,sig:cree,,,,active,2025-08-17,2025-08-17,cree,
creek,noun,2,sig:creek,,,,active,2025-08-17,2025-08-17,creek,
creelful,noun,2,sig:creelsful,,,,active,2025-08-17,2025-08-17,creelsful,
creese,noun,1,sig:creeses,,,,active,2025-08-17,2025-08-17,creeses,
crematorium,noun,2,sig:crematoriums,,,,active,2025-08-17,2025-08-17,crematoriums,
crena,noun,1,sig:crenae,,,,active,2025-08-17,2025-08-17,crenae,
crenarchaeon,noun,1,sig:crenarchaea,,,,active,2025-08-17,2025-08-17,crenarchaea,
crenel,noun,2,sig:creneaux,,,,active,2025-08-17,2025-08-17,creneaux,
crenula,noun,1,sig:crenulae,,,,active,2025-08-17,2025-08-17,crenulae,
crepida,noun,1,sig:crepidae,,,,active,2025-08-17,2025-08-17,crepidae,
crescendo,noun,2,sig:crescendi,,,,active,2025-08-17,2025-08-17,crescendi,
crescendo,noun,3,sig:crescendoes,,,,active,2025-08-17,2025-08-17,crescendoes,
crese,noun,1,sig:creses,,,,active,2025-08-17,2025-08-17,creses,
crestfish,noun,2,sig:crestfishes,,,,active,2025-08-17,2025-08-17,crestfishes,
crewperson,noun,2,sig:crewpeople,,,,active,2025-08-17,2025-08-17,crewpeople,
cricoarytenoideus,noun,1,sig:cricoarytenoidei,,,,active,2025-08-17,2025-08-17,cricoarytenoidei,
cricopharyngeus,noun,1,sig:cricopharyngei,,,,active,2025-08-17,2025-08-17,cricopharyngei,
cricothyroideus,noun,1,sig:cricothyroidei,,,,active,2025-08-17,2025-08-17,cricothyroidei,
crimen,noun,1,sig:crimina,,,,active,2025-08-17,2025-08-17,crimina,
crimo,noun,2,sig:crimoes,,,,active,2025-08-17,2025-08-17,crimoes,
crinum,noun,1,sig:crinums,,,,active,2025-08-17,2025-08-17,crinums,
criophoros,noun,1,sig:criophoroi,,,,active,2025-08-17,2025-08-17,criophoroi,
cris,noun,1,sig:criss,,,,active,2025-08-17,2025-08-17,criss,
cris,noun,2,sig:crisses,,,,active,2025-08-17,2025-08-17,crisses,
crista,noun,1,sig:cristae,,,,active,2025-08-17,2025-08-17,cristae,
criterion,noun,1,sig:criteria,,,,active,2025-08-17,2025-08-17,criteria,
criterium,noun,1,sig:criteriums,,,,active,2025-08-17,2025-08-17,criteriums,
crlf,noun,1,sig:crlfs,,,,active,2025-08-17,2025-08-17,crlfs,
croatan,noun,2,sig:croatan,,,,active,2025-08-17,2025-08-17,croatan,
croatoan,noun,2,sig:croatoan,,,,active,2025-08-17,2025-08-17,croatoan,
crocus,noun,2,sig:croci,,,,active,2025-08-17,2025-08-17,croci,
crocus,noun,3,sig:crocus,,,,active,2025-08-17,2025-08-17,crocus,
crocus,noun,4,sig:crocusses,,,,active,2025-08-17,2025-08-17,crocusses,
croesus,noun,2,sig:croesi,,,,active,2025-08-17,2025-08-17,croesi,
croisado,noun,2,sig:croisadoes,,,,active,2025-08-17,2025-08-17,croisadoes,
croma,noun,2,sig:crome,,,,active,2025-08-17,2025-08-17,crome,
cromlech,noun,1,sig:cromlechs,,,,active,2025-08-17,2025-08-17,cromlechs,
croquis,noun,1,sig:croquis,,,,active,2025-08-17,2025-08-17,croquis,
crore,noun,2,sig:crore,,,,active,2025-08-17,2025-08-17,crore,
crosscountry,noun,2,sig:crosscountrys,,,,active,2025-08-17,2025-08-17,crosscountrys,
crossfish,noun,2,sig:crossfishes,,,,active,2025-08-17,2025-08-17,crossfishes,
crossref,noun,1,sig:crossrefs,,,,active,2025-08-17,2025-08-17,crossrefs,
crossroads,noun,1,sig:crossroads,,,,active,2025-08-17,2025-08-17,crossroads,
crossruff,noun,1,sig:crossruffs,,,,active,2025-08-17,2025-08-17,crossruffs,
crossstaff,noun,1,sig:crossstaffs,,,,active,2025-08-17,2025-08-17,crossstaffs,
crostata,noun,2,sig:crostate,,,,active,2025-08-17,2025-08-17,crostate,
crotalum,noun,2,sig:crotalums,,,,active,2025-08-17,2025-08-17,crotalums,
crow,noun,2,sig:crow,,,,active,2025-08-17,2025-08-17,crow,
crowfoot,noun,2,sig:crowfoots,,,,active,2025-08-17,2025-08-17,crowfoots,
crows,noun,1,sig:crows,,,,active,2025-08-17,2025-08-17,crows,
crs,noun,1,sig:crss,,,,active,2025-08-17,2025-08-17,crss,
cruff,noun,1,sig:cruffs,,,,active,2025-08-17,2025-08-17,cruffs,
crum,noun,1,sig:crums,,,,active,2025-08-17,2025-08-17,crums,
crumbum,noun,1,sig:crumbums,,,,active,2025-08-17,2025-08-17,crumbums,
crus,noun,1,sig:crura,,,,active,2025-08-17,2025-08-17,crura,
crusado,noun,2,sig:crusadoes,,,,active,2025-08-17,2025-08-17,crusadoes,
crusta,noun,2,sig:crustae,,,,active,2025-08-17,2025-08-17,crustae,
crux,noun,2,sig:cruces,,,,active,2025-08-17,2025-08-17,cruces,
cruzado,noun,2,sig:cruzadoes,,,,active,2025-08-17,2025-08-17,cruzadoes,
cryalf,noun,1,sig:cryalfs,,,,active,2025-08-17,2025-08-17,cryalfs,
cryotorium,noun,2,sig:cryotoriums,,,,active,2025-08-17,2025-08-17,cryotoriums,
cryovolcano,noun,2,sig:cryovolcanoes,,,,active,2025-08-17,2025-08-17,cryovolcanoes,
cryptex,noun,2,sig:cryptices,,,,active,2025-08-17,2025-08-17,cryptices,
cryptobranch,noun,2,sig:cryptobranchs,,,,active,2025-08-17,2025-08-17,cryptobranchs,
cryptococcus,noun,1,sig:cryptococci,,,,active,2025-08-17,2025-08-17,cryptococci,
cryptoporticus,noun,2,sig:cryptoportici,,,,active,2025-08-17,2025-08-17,cryptoportici,
cryptoquiz,noun,1,sig:cryptoquizzes,,,,active,2025-08-17,2025-08-17,cryptoquizzes,
cryptorchis,noun,1,sig:cryptorchides,,,,active,2025-08-17,2025-08-17,cryptorchides,
cryptospecies,noun,1,sig:cryptospecies,,,,active,2025-08-17,2025-08-17,cryptospecies,
cryptoterf,noun,1,sig:cryptoterfs,,,,active,2025-08-17,2025-08-17,cryptoterfs,
csf,noun,1,sig:csfs,,,,active,2025-08-17,2025-08-17,csfs,
csrf,noun,1,sig:csrfs,,,,active,2025-08-17,2025-08-17,csrfs,
css,noun,2,sig:csss,,,,active,2025-08-17,2025-08-17,csss,
ctcf,noun,1,sig:ctcfs,,,,active,2025-08-17,2025-08-17,ctcfs,
ctenius,noun,1,sig:ctenii,,,,active,2025-08-17,2025-08-17,ctenii,
ctf,noun,1,sig:ctfs,,,,active,2025-08-17,2025-08-17,ctfs,
cuamil,noun,1,sig:cuamiles,,,,active,2025-08-17,2025-08-17,cuamiles,
cuapao,noun,2,sig:cuapao,,,,active,2025-08-17,2025-08-17,cuapao,
cubeo,noun,2,sig:cubeo,,,,active,2025-08-17,2025-08-17,cubeo,
cubichnion,noun,1,sig:cubichnia,,,,active,2025-08-17,2025-08-17,cubichnia,
cubicuboctahedron,noun,1,sig:cubicuboctahedra,,,,active,2025-08-17,2025-08-17,cubicuboctahedra,
cubiculum,noun,2,sig:cubiculums,,,,active,2025-08-17,2025-08-17,cubiculums,
cubitus,noun,1,sig:cubiti,,,,active,2025-08-17,2025-08-17,cubiti,
cuboctahedron,noun,2,sig:cuboctahedra,,,,active,2025-08-17,2025-08-17,cuboctahedra,
cubohemioctahedron,noun,1,sig:cubohemioctahedra,,,,active,2025-08-17,2025-08-17,cubohemioctahedra,
cubomedusa,noun,2,sig:cubomedusae,,,,active,2025-08-17,2025-08-17,cubomedusae,
cubooctahedron,noun,2,sig:cubooctahedra,,,,active,2025-08-17,2025-08-17,cubooctahedra,
cubozoan,noun,2,sig:cubozoa,,,,active,2025-08-17,2025-08-17,cubozoa,
cucullus,noun,1,sig:cuculli,,,,active,2025-08-17,2025-08-17,cuculli,
cucumberfish,noun,2,sig:cucumberfishes,,,,active,2025-08-17,2025-08-17,cucumberfishes,
cuff,noun,1,sig:cuffs,,,,active,2025-08-17,2025-08-17,cuffs,
cuicatec,noun,2,sig:cuicatec,,,,active,2025-08-17,2025-08-17,cuicatec,
cuitlatec,noun,2,sig:cuitlatec,,,,active,2025-08-17,2025-08-17,cuitlatec,
culdesac,noun,2,sig:culsdesac,,,,active,2025-08-17,2025-08-17,culsdesac,
culeus,noun,2,sig:culei,,,,active,2025-08-17,2025-08-17,culei,
culex,noun,1,sig:culices,,,,active,2025-08-17,2025-08-17,culices,
cullum,noun,1,sig:cullums,,,,active,2025-08-17,2025-08-17,cullums,
culmen,noun,2,sig:culmina,,,,active,2025-08-17,2025-08-17,culmina,
culpa,noun,1,sig:culpae,,,,active,2025-08-17,2025-08-17,culpae,
cultispecies,noun,1,sig:cultispecies,,,,active,2025-08-17,2025-08-17,cultispecies,
cuman,noun,1,sig:cumans,,,,active,2025-08-17,2025-08-17,cumans,
cumanagoto,noun,2,sig:cumanagoto,,,,active,2025-08-17,2025-08-17,cumanagoto,
cumberperson,noun,1,sig:cumberpeople,,,,active,2025-08-17,2025-08-17,cumberpeople,
cumbungi,noun,2,sig:cumbungi,,,,active,2025-08-17,2025-08-17,cumbungi,
cumdach,noun,1,sig:cumdachs,,,,active,2025-08-17,2025-08-17,cumdachs,
cumulonimbus,noun,2,sig:cumulonimbi,,,,active,2025-08-17,2025-08-17,cumulonimbi,
cumulostratus,noun,1,sig:cumulostrati,,,,active,2025-08-17,2025-08-17,cumulostrati,
cumulus,noun,1,sig:cumuli,,,,active,2025-08-17,2025-08-17,cumuli,
cun,noun,2,sig:cun,,,,active,2025-08-17,2025-08-17,cun,
cuna,noun,2,sig:cuna,,,,active,2025-08-17,2025-08-17,cuna,
cundum,noun,1,sig:cundums,,,,active,2025-08-17,2025-08-17,cundums,
cuneus,noun,1,sig:cunei,,,,active,2025-08-17,2025-08-17,cunei,
cuniculus,noun,1,sig:cuniculi,,,,active,2025-08-17,2025-08-17,cuniculi,
cunjevoi,noun,2,sig:cunjevoi,,,,active,2025-08-17,2025-08-17,cunjevoi,
cunji,noun,1,sig:cunji,,,,active,2025-08-17,2025-08-17,cunji,
cuntful,noun,2,sig:cuntsful,,,,active,2025-08-17,2025-08-17,cuntsful,
cupboardful,noun,2,sig:cupboardsful,,,,active,2025-08-17,2025-08-17,cupboardsful,
cupful,noun,2,sig:cupsful,,,,active,2025-08-17,2025-08-17,cupsful,
cupola,noun,2,sig:cupolae,,,,active,2025-08-17,2025-08-17,cupolae,
cuprammonium,noun,1,sig:cuprammoniums,,,,active,2025-08-17,2025-08-17,cuprammoniums,
cupula,noun,2,sig:cupulae,,,,active,2025-08-17,2025-08-17,cupulae,
curandero,noun,2,sig:curanderoes,,,,active,2025-08-17,2025-08-17,curanderoes,
curatorium,noun,2,sig:curatoriums,,,,active,2025-08-17,2025-08-17,curatoriums,
